year,title,authors,venue,type,cited_by_count,doi,openalex_id
2024,Table 2 from NCI’s Proteomic Data Commons: A Cloud-Based Proteomics Repository Empowering Comprehensive Cancer Analysis through Cross-Referencing with Genomic and Imaging Data,Ratna R. Thangudu; Michael Holck; Deepak Singhal; Alexander Pilozzi; Nathan Edwards; Paul A. Rudnick; Marcin J. Domagalski; Padmini Chilappagari; Lei Ma; Yi Xin; Toan Le; Kristen Nyce; Rekha Chaudhary; Karen A. Ketchum; Aaron Maurais; Brian Connolly; Michael Riffle; Matthew C. Chambers; Brendan MacLean; Michael J. MacCoss; Peter B. McGarvey; Anand Basu; John Otridge; Esmeralda Casas-Silva; Sudha Venkatachari; Henry Rodriguez; Xu Zhang,,other,0,10.1158/2767-9764.27073977,https://openalex.org/W4402685137
2024,Data from NCI’s Proteomic Data Commons: A Cloud-Based Proteomics Repository Empowering Comprehensive Cancer Analysis through Cross-Referencing with Genomic and Imaging Data,Ratna R. Thangudu; Michael Holck; Deepak Singhal; Alexander Pilozzi; Nathan Edwards; Paul A. Rudnick; Marcin J. Domagalski; Padmini Chilappagari; Lei Ma; Yi Xin; Toan Le; Kristen Nyce; Rekha Chaudhary; Karen A. Ketchum; Aaron Maurais; Brian Connolly; Michael Riffle; Matthew C. Chambers; Brendan MacLean; Michael J. MacCoss; Peter B. McGarvey; Anand Basu; John Otridge; Esmeralda Casas-Silva; Sudha Venkatachari; Henry Rodriguez; Xu Zhang,,other,0,10.1158/2767-9764.c.7458465,https://openalex.org/W4402685168
2024,Table 2 from NCI’s Proteomic Data Commons: A Cloud-Based Proteomics Repository Empowering Comprehensive Cancer Analysis through Cross-Referencing with Genomic and Imaging Data,Ratna R. Thangudu; Michael Holck; Deepak Singhal; Alexander Pilozzi; Nathan Edwards; Paul A. Rudnick; Marcin J. Domagalski; Padmini Chilappagari; Lei Ma; Yi Xin; Toan Le; Kristen Nyce; Rekha Chaudhary; Karen A. Ketchum; Aaron Maurais; Brian Connolly; Michael Riffle; Matthew C. Chambers; Brendan MacLean; Michael J. MacCoss; Peter B. McGarvey; Anand Basu; John Otridge; Esmeralda Casas-Silva; Sudha Venkatachari; Henry Rodriguez; Xu Zhang,,other,0,10.1158/2767-9764.27073977.v1,https://openalex.org/W4402685173
2023,Evaluating the Performance of the Astral Mass Analyzer for Quantitative Proteomics Using Data-Independent Acquisition,Lilian R. Heil; Eugen Damoc; Tabiwang N. Arrey; Anna Pashkova; Eduard Denisov; J. Petzoldt; Amelia C. Peterson; Chris Hsu; Brian C. Searle; Nicholas Shulman; Michael Riffle; B. Connolly; Brendan MacLean; Philip M. Remes; Michael W. Senko; Hamish Stewart; Christian Hock; Alexander Makarov; Daniel Hermanson; Vlad Zabrouskov; Christine C. Wu; Michael J. MacCoss,Journal of Proteome Research,article,232,10.1021/acs.jproteome.3c00357,https://openalex.org/W4386532751
2023,MSstats Version 4.0: Statistical Analyses of Quantitative Mass Spectrometry-Based Proteomic Experiments with Chromatography-Based Quantification at Scale,Devon Kohler; Mateusz Staniak; Tsung‐Heng Tsai; Ting Huang; Nicholas Shulman; Oliver M. Bernhardt; Brendan MacLean; Alexey I. Nesvizhskii; Lukas Reiter; Eduard Sabidó; Meena Choi; Olga Vitek,Journal of Proteome Research,article,135,10.1021/acs.jproteome.2c00834,https://openalex.org/W4362602490
2023,METLIN-CCS: an ion mobility spectrometry collision cross section database,Erin Baker; Corey Hoang; Winnie Uritboonthai; Heino Heyman; Brian Pratt; Michael J. MacCoss; Brendan MacLean; Robert S. Plumb; Aries Aisporna; Gary Siuzdak,Nature Methods,article,60,10.1038/s41592-023-02078-5,https://openalex.org/W4388409846
2023,Evaluating the Performance of the Astral Mass Analyzer for Quantitative Proteomics Using Data Independent Acquisition,Lilian R. Heil; Eugen Damoc; Tabiwang N. Arrey; Anna Pashkova; Eduard Denisov; J. Petzoldt; Amelia C. Peterson; Chris Hsu; Brian C. Searle; Nicholas Shulman; Michael Riffle; B. Connolly; Brendan MacLean; Philip M. Remes; Michael W. Senko; Hamish Stewart; Christian Hock; Alexander Makarov; Daniel Hermanson; Vlad Zabrouskov; Christine C. Wu; Michael J. MacCoss,bioRxiv (Cold Spring Harbor Laboratory),preprint,32,10.1101/2023.06.03.543570,https://openalex.org/W4379284857
2023,Localization and Quantification of Post-Translational Modifications of Proteins Using Electron Activated Dissociation Fragmentation on a Fast-Acquisition Time-of-Flight Mass Spectrometer,Joanna Bons; Christie L. Hunter; Rita Chupalov; Jason Causon; Alexandra Antonoplis; Jacob Rose; Brendan MacLean; Birgit Schilling,Journal of the American Society for Mass Spectrometry,article,12,10.1021/jasms.3c00144,https://openalex.org/W4386592775
2023,Targeted proteomics data interpretation with DeepMRM,Jungkap Park; Christopher Wilkins; Dmitry M. Avtonomov; Jiwon Hong; Seunghoon Back; Hokeun Kim; Nicholas Shulman; Brendan MacLean; Sang‐Won Lee; Sangtae Kim,Cell Reports Methods,article,9,10.1016/j.crmeth.2023.100521,https://openalex.org/W4383905136
2023,Localization and Quantification of Post-Translational Modifications of Proteins Using Electron Activated Dissociation Fragmentation on a Fast-Acquisition Time-of-Flight Mass Spectrometer,Joanna Bons; Christie L. Hunter; Rita Chupalov; Jason Causon; Alexandra Antonoplis; Jacob Rose; Brendan MacLean; Birgit Schilling,bioRxiv (Cold Spring Harbor Laboratory),preprint,0,10.1101/2023.04.29.538826,https://openalex.org/W4367557215
2022,The ProteomeXchange consortium at 10 years: 2023 update,Eric W. Deutsch; Nuno Bandeira; Yasset Pérez‐Riverol; Vagisha Sharma; Jeremy Carver; Luis Mendoza; Deepti J Kundu; Shengbo Wang; Chakradhar Bandla; Selvakumar Kamatchinathan; Suresh Hewapathirana; Benjamin Pullman; Julie Wertz; Zhi Sun; Shin Kawano; Shujiro Okuda; Yu Watanabe; Brendan MacLean; Michael J. MacCoss; Yunping Zhu; Yasushi Ishihama; Juan Antonio Vizcaíno,Nucleic Acids Research,article,876,10.1093/nar/gkac1040,https://openalex.org/W4308834828
2022,"Utilizing Skyline to analyze lipidomics data containing liquid chromatography, ion mobility spectrometry and mass spectrometry dimensions",Kaylie I. Kirkwood‐Donelson; Brian Pratt; Nicholas Shulman; Kaipo Tamura; Michael J. MacCoss; Brendan MacLean; Erin Baker,Nature Protocols,article,62,10.1038/s41596-022-00714-6,https://openalex.org/W4285087833
2022,Cullin-independent recognition of HHARI substrates by a dynamic RBR catalytic domain,Katherine H. Reiter; Alex Zelter; Maria K. Janowska; Michael Riffle; Nicholas Shulman; Brendan MacLean; Kaipo Tamura; Matthew Chambers; Michael J. MacCoss; Trisha N. Davis; Miklós Guttman; Peter S. Brzović; Rachel E. Klevit,Structure,article,16,10.1016/j.str.2022.05.017,https://openalex.org/W4283031070
2022,TurnoveR: A Skyline External Tool for Analysis of Protein Turnover in Metabolic Labeling Studies,Nathan Basisty; Nicholas Shulman; Cameron Wehrfritz; Alexandra N. Marsh; Samah Shah; Jacob Rose; Scott M. Ebert; Matthew J. Miller; Dao‐Fu Dai; Peter S. Rabinovitch; Christopher M. Adams; Michael J. MacCoss; Brendan MacLean; Birgit Schilling,Journal of Proteome Research,article,8,10.1021/acs.jproteome.2c00173,https://openalex.org/W4297262970
2022,"Utilizing Skyline to analyze lipidomics data containing liquid chromatography, ion mobility spectrometry and mass spectrometry dimensions",Kaylie I. Kirkwood‐Donelson; Brian Pratt; Nicholas Shulman; Kaipo Tamura; Michael J. MacCoss; Brendan MacLean; Erin Baker,Zenodo (CERN European Organization for Nuclear Research),dataset,0,10.5281/zenodo.6374208,https://openalex.org/W4393686113
2022,"Utilizing Skyline to analyze lipidomics data containing liquid chromatography, ion mobility spectrometry and mass spectrometry dimensions",Kaylie I. Kirkwood‐Donelson; Brian Pratt; Nicholas Shulman; Kaipo Tamura; Michael J. MacCoss; Brendan MacLean; Erin Baker,Zenodo (CERN European Organization for Nuclear Research),dataset,0,10.5281/zenodo.6374209,https://openalex.org/W4394023432
2021,Development and Application of Multidimensional Lipid Libraries to Investigate Lipidomic Dysregulation Related to Smoke Inhalation Injury Severity,Kaylie I. Kirkwood‐Donelson; Michael W. Christopher; Jefferey L. Burgess; Sally R. Littau; Kevin N Foster; Karen Richey; Brian Pratt; Nicholas Shulman; Kaipo Tamura; Michael J. MacCoss; Brendan MacLean; Erin Baker,Journal of Proteome Research,article,45,10.1021/acs.jproteome.1c00820,https://openalex.org/W4220969831
2021,Skyline Batch: An Intuitive User Interface for Batch Processing with Skyline,Alexandra N. Marsh; Vagisha Sharma; Surya K. Mani; Olga Vitek; Michael J. MacCoss; Brendan MacLean,Journal of Proteome Research,article,9,10.1021/acs.jproteome.1c00749,https://openalex.org/W4200628136
2021,Development and Application of Multidimensional Lipid Libraries to Investigate Lipidomic Dysregulation Related to Smoke Inhalation Injury Severity,Kaylie I. Kirkwood‐Donelson; Michael W. Christopher; Jefferey L. Burgess; Sally R. Littau; Brian Pratt; Nicholas Shulman; Kaipo Tamura; Michael J. MacCoss; Brendan MacLean; Erin Baker,bioRxiv (Cold Spring Harbor Laboratory),preprint,4,10.1101/2021.10.13.464246,https://openalex.org/W3205249920
2020,Skyline for Small Molecules: A Unifying Software Package for Quantitative Metabolomics,Kendra J. Adams; Brian Pratt; Neelanjan Bose; Laura G. Dubois; Lisa St. John‐Williams; Kevin M. Perrott; Karina Ky; Pankaj Kapahi; Vagisha Sharma; Michael J. MacCoss; M. Arthur Moseley; Carol A. Colton; Brendan MacLean; Birgit Schilling; J. Will Thompson; Alzheimer’s Disease Metabolomics Consortium,Journal of Proteome Research,article,637,10.1021/acs.jproteome.9b00640,https://openalex.org/W3003572520
2020,LipidCreator workbench to probe the lipidomic landscape,Bing Peng; Dominik Kopczynski; Brian Pratt; Christer S. Ejsing; Bo Burla; Martin Hermansson; Peter I. Benke; Sock Hwee Tan; Mark Y. Chan; Federico Torta; Dominik Schwudke; Sven W. Meckelmann; Cristina Coman; Oliver J. Schmitz; Brendan MacLean; Mailin-Christin Manke; Oliver Borst; Markus R. Wenk; Nils Hoffmann; Robert Ahrends,Nature Communications,article,95,10.1038/s41467-020-15960-z,https://openalex.org/W3020683739
2020,Selection of Features with Consistent Profiles Improves Relative Protein Quantification in Mass Spectrometry Experiments,Tsung‐Heng Tsai; Meena Choi; Balázs Bánfai; Yansheng Liu; Brendan MacLean; Tom Dunkley; Olga Vitek,Molecular & Cellular Proteomics,article,37,10.1074/mcp.ra119.001792,https://openalex.org/W3014677163
2020,Avant-garde: an automated data-driven DIA data curation tool,Alvaro Sebastian Vaca Jácome; Ryan Peckner; Nicholas Shulman; Karsten Krug; Katherine C. DeRuff; Adam Officer; Karen E. Christianson; Brendan MacLean; Michael J. MacCoss; Steven A. Carr; Jacob D. Jaffe,Nature Methods,article,32,10.1038/s41592-020-00986-4,https://openalex.org/W3102544095
2020,Audit logs to enforce document integrity in Skyline and Panorama,Tobias Rohde; Rita Chupalov; Nicholas Shulman; Vagisha Sharma; Josh Eckels; Brian Pratt; Michael J. MacCoss; Brendan MacLean,Bioinformatics,article,5,10.1093/bioinformatics/btaa547,https://openalex.org/W3030308483
2019,The ProteomeXchange consortium in 2020: enabling ‘big data’ approaches in proteomics,Eric W. Deutsch; Nuno Bandeira; Vagisha Sharma; Yasset Pérez‐Riverol; Jeremy Carver; Deepti J Kundu; David García‐Seisdedos; Andrew F. Jarnuczak; Suresh Hewapathirana; Benjamin Pullman; Julie Wertz; Zhi Sun; Shin Kawano; Shujiro Okuda; Yu Watanabe; Henning Hermjakob; Brendan MacLean; Michael J. MacCoss; Yunping Zhu; Yasushi Ishihama; Juan Antonio Vizcaíno,Nucleic Acids Research,article,778,10.1093/nar/gkz984,https://openalex.org/W2986041539
2019,Improving Precursor Selectivity in Data-Independent Acquisition Using Overlapping Windows,Dario Amodei; Jarrett D. Egertson; Brendan MacLean; Richard S. Johnson; Gennifer E. Merrihew; Austin W. Keller; D. C. B. Marsh; Olga Vitek; Parag Mallick; Michael J. MacCoss,Journal of the American Society for Mass Spectrometry,article,166,10.1007/s13361-018-2122-8,https://openalex.org/W2919275760
2019,Standardization of PGC-LC-MS-based glycomics for sample specific glycotyping,Christopher Ashwood; Brian Pratt; Brendan MacLean; Rebekah L. Gundry; Nicolle H. Packer,The Analyst,article,89,10.1039/c9an00486f,https://openalex.org/W2943432820
2019,<i>Avant-garde</i> : An automated data-driven DIA data curation tool,Alvaro Sebastian Vaca Jácome; Ryan Peckner; Nicholas Shulman; Karsten Krug; Katherine C. DeRuff; Adam Officer; Brendan MacLean; Michael J. MacCoss; Steven A. Carr; Jacob D. Jaffe,bioRxiv (Cold Spring Harbor Laboratory),preprint,3,10.1101/565523,https://openalex.org/W2916587000
2019,Standardization of PGC-LC-MS-based glycomics for sample specific glycotyping,Christopher Ashwood; Brian Pratt; Brendan MacLean; Rebekah L. Gundry; Nicolle H. Packer,ChemRxiv,preprint,0,10.26434/chemrxiv.7056767.v2,https://openalex.org/W3211310027
2018,Chromatogram libraries improve peptide detection and quantification by data independent acquisition mass spectrometry,Brian C. Searle; Lindsay K. Pino; Jarrett D. Egertson; Ying S. Ting; Robert Lawrence; Brendan MacLean; Judit Villén; Michael J. MacCoss,Nature Communications,article,589,10.1038/s41467-018-07454-w,https://openalex.org/W2903074009
2018,Panorama Public: A Public Repository for Quantitative Data Sets Processed in Skyline,Vagisha Sharma; Josh Eckels; Birgit Schilling; Christina Ludwig; Jacob D. Jaffe; Michael J. MacCoss; Brendan MacLean,Molecular & Cellular Proteomics,article,286,10.1074/mcp.ra117.000543,https://openalex.org/W2793610094
2018,A Library of Phosphoproteomic and Chromatin Signatures for Characterizing Cellular Responses to Drug Perturbations,Lev Litichevskiy; Ryan Peckner; Jennifer G. Abelin; Jacob K. Asiedu; Amanda L. Creech; John F. Davis; Desiree Davison; Caitlin M. Dunning; Jarrett D. Egertson; Shawn B. Egri; Joshua Gould; Tak Ko; Sarah Johnson; David L. Lahr; Daniel D. Lam; Zihan Liu; Nicholas Lyons; Xiaodong Lü; Brendan MacLean; Alison E. Mungenast; Adam Officer; Ted Natoli; Malvina Papanastasiou; Jinal Patel; Vagisha Sharma; Courtney Toder; Andrew A. Tubelli; Jennie Z. Young; Steven A. Carr; Todd R. Golub; Aravind Subramanian; Michael J. MacCoss; Li‐Huei Tsai; Jacob D. Jaffe,Cell Systems,article,96,10.1016/j.cels.2018.03.012,https://openalex.org/W2751974426
2018,"Using Skyline to Analyze Data-Containing Liquid Chromatography, Ion Mobility Spectrometry, and Mass Spectrometry Dimensions",Brendan MacLean; Brian Pratt; Jarrett D. Egertson; Michael J. MacCoss; Richard Smith; Erin Baker,Journal of the American Society for Mass Spectrometry,article,78,10.1007/s13361-018-2028-5,https://openalex.org/W2884721069
2018,Standardization of PGC-LC-MS-based glycomics for sample specific glycotyping,Christopher Ashwood; Brian R. Pratt; Brendan MacLean; Rebekah L. Gundry; Nicolle H. Packer,ChemRxiv,preprint,0,10.26434/chemrxiv.7056767,https://openalex.org/W4242607949
2018,Utilization of a Dextran Ladder to Standardize PGC-LC-MS-Based Glycomics,Christopher Ashwood; Brian R. Pratt; Brendan MacLean; Nicolle H. Packer,ChemRxiv,preprint,0,10.26434/chemrxiv.7056767.v1,https://openalex.org/W4289549084
2017,The Skyline ecosystem: Informatics for quantitative mass spectrometry proteomics,Lindsay K. Pino; Brian C. Searle; James G. Bollinger; Brook L. Nunn; Brendan MacLean; Michael J. MacCoss,Mass Spectrometry Reviews,article,890,10.1002/mas.21540,https://openalex.org/W2730255373
2017,Statistical control of peptide and protein error rates in large-scale targeted data-independent acquisition analyses,George Rosenberger; Isabell Bludau; Uwe Schmitt; Moritz Heusel; Christie L. Hunter; Yansheng Liu; Michael J. MacCoss; Brendan MacLean; Alexey I. Nesvizhskii; Patrick G. A. Pedrioli; Lukas Reiter; Hannes Röst; Stephen Tate; Ying S. Ting; Ben C. Collins; Ruedi Aebersold,Nature Methods,article,231,10.1038/nmeth.4398,https://openalex.org/W2745376284
2017,Skyline Performs as Well as Vendor Software in the Quantitative Analysis of Serum 25-Hydroxy Vitamin D and Vitamin D Binding Globulin,Clark M. Henderson; Nicholas Shulman; Brendan MacLean; Michael J. MacCoss; Andrew N. Hoofnagle,Clinical Chemistry,article,95,10.1373/clinchem.2017.282293,https://openalex.org/W2771100922
2017,New Guidelines for Publication of Manuscripts Describing Development and Application of Targeted Mass Spectrometry Measurements of Peptides and Proteins,Susan E. Abbatiello; Bradley L. Ackermann; Christoph H. Borchers; Ralph Bradshaw; Steven A. Carr; Robert J. Chalkley; Meena Choi; Eric W. Deutsch; Bruno Domon; Andrew N. Hoofnagle; Hasmik Keshishian; Eric Kuhn; D.C. Liebler; Michael J. MacCoss; Brendan MacLean; D.R. Mani; Hendrik Neubert; Derek Smith; Olga Vitek; Lisa J. Zimmerman,Molecular & Cellular Proteomics,article,45,10.1074/mcp.e117.067801,https://openalex.org/W2587597817
2017,MSstatsQC: Longitudinal System Suitability Monitoring and Quality Control for Targeted Proteomic Experiments,Eralp Doğu; Sara Mohammad-Taheri; Susan E. Abbatiello; Michael S. Bereman; Brendan MacLean; Birgit Schilling; Olga Vitek,Molecular & Cellular Proteomics,article,33,10.1074/mcp.m116.064774,https://openalex.org/W2612685925
2017,A Library of Phosphoproteomic and Chromatin Signatures for Characterizing Cellular Responses to Drug Perturbations,Lev Litichevskiy; Ryan Peckner; Jennifer G. Abelin; Jacob K. Asiedu; Amanda L. Creech; John F. Davis; Desiree Davison; Caitlin M. Dunning; Jarrett D. Egertson; Shawn B. Egri; Joshua Gould; Tak Ko; Sarah Johnson; David L. Lahr; Daniel D. Lam; Zihan Liu; Nicholas Lyons; Xiaodong Lü; Brendan MacLean; Alison E. Mungenast; Adam Officer; Ted Natoli; Malvina Papanastasiou; Jinal Patel; Vagisha Sharma; Courtney Toder; Andrew A. Tubelli; Jennie Z. Young; Steven A. Carr; Todd R. Golub; Aravind Subramanian; Michael J. MacCoss; Li‐Huei Tsai; Jacob D. Jaffe,bioRxiv (Cold Spring Harbor Laboratory),preprint,3,10.1101/185918,https://openalex.org/W2952121778
2016,A multicenter study benchmarks software tools for label-free proteome quantification,Pedro Navarro; Jörg Kuharev; Ludovic Gillet; Oliver M. Bernhardt; Brendan MacLean; Hannes Röst; Stephen Tate; Chih‐Chiang Tsou; Lukas Reiter; Ute Distler; George Rosenberger; Yasset Pérez‐Riverol; Alexey I. Nesvizhskii; Ruedi Aebersold; Stefan Tenzer,Nature Biotechnology,article,388,10.1038/nbt.3685,https://openalex.org/W2529750106
2016,Using the CPTAC Assay Portal to Identify and Implement Highly Characterized Targeted Proteomics Assays,Jeffrey R. Whiteaker; Goran N. Halusa; Andrew N. Hoofnagle; Vagisha Sharma; Brendan MacLean; Ping Yan; John A. Wrobel; Jacob J. Kennedy; D.R. Mani; Lisa J. Zimmerman; Matthew R. Meyer; Mehdi Mesri; Emily S. Boja; Steven A. Carr; Daniel W. Chan; Xian Chen; Jing Chen; Sherri R. Davies; Matthew J. Ellis; David Fenyö; Tara Hiltke; Karen A. Ketchum; Chris Kinsinger; Eric Kuhn; D.C. Liebler; Tao Liu; Michael Loss; Michael J. MacCoss; Weijun Qian; Robert Rivers; Karin Rodland; Kelly V. Ruggles; Mitchell G. Scott; Richard Smith; Stefani N. Thomas; R. Reid Townsend; Gordon Whiteley; Chaochao Wu; Hui Zhang; Zhen Zhang; Henry Rodriguez; Amanda G. Paulovich,Methods in molecular biology,book-chapter,101,10.1007/978-1-4939-3524-6_13,https://openalex.org/W2469445017
2016,An Automated Pipeline to Monitor System Performance in Liquid Chromatography–Tandem Mass Spectrometry Proteomic Experiments,Michael S. Bereman; Joshua Beri; Vagisha Sharma; Cory Nathe; Josh Eckels; Brendan MacLean; Michael J. MacCoss,Journal of Proteome Research,article,74,10.1021/acs.jproteome.6b00744,https://openalex.org/W2524383220
2016,ABRF Proteome Informatics Research Group (iPRG) 2015 Study: Detection of Differentially Abundant Proteins in Label-Free Quantitative LC–MS/MS Experiments,Meena Choi; Zeynep F. Eren-Dogu; Christopher M. Colangelo; John S. Cottrell; Michael R. Hoopmann; Eugene A. Kapp; Sangtae Kim; Henry Lam; Thomas A. Neubert; Magnus Palmblad; Brett S. Phinney; Susan T. Weintraub; Brendan MacLean; Olga Vitek,Journal of Proteome Research,article,50,10.1021/acs.jproteome.6b00881,https://openalex.org/W2567049789
2016,Informatics Solutions for Selected Reaction Monitoring,Birgit Schilling; Brendan MacLean; Jason M. Held; Bradford W. Gibson,,book-chapter,0,10.1039/9781782626732-00178,https://openalex.org/W2555234780
2015,Building high-quality assay libraries for targeted analysis of SWATH MS data,Olga T. Schubert; Ludovic Gillet; Ben C. Collins; Pedro Navarro; George Rosenberger; Witold Wolski; Henry Lam; Dario Amodei; Parag Mallick; Brendan MacLean; Ruedi Aebersold,Nature Protocols,article,333,10.1038/nprot.2015.015,https://openalex.org/W1963898428
2015,Multiplexed peptide analysis using data-independent acquisition and Skyline,Jarrett D. Egertson; Brendan MacLean; Richard S. Johnson; Yue Xuan; Michael J. MacCoss,Nature Protocols,article,226,10.1038/nprot.2015.055,https://openalex.org/W1541396877
2015,Peptide-Centric Proteome Analysis: An Alternative Strategy for the Analysis of Tandem Mass Spectrometry Data,Ying S. Ting; Jarrett D. Egertson; Samuel Payne; Sangtae Kim; Brendan MacLean; Lukas Käll; Ruedi Aebersold; Richard Smith; William Stafford Noble; Michael J. MacCoss,Molecular & Cellular Proteomics,article,199,10.1074/mcp.o114.047035,https://openalex.org/W2108699024
2015,"Multiplexed, Scheduled, High-Resolution Parallel Reaction Monitoring on a Full Scan QqTOF Instrument with Integrated Data-Dependent and Targeted Mass Spectrometric Workflows",Birgit Schilling; Brendan MacLean; Jason M. Held; Alexandria K. Sahu; Matthew J. Rardin; Dylan J. Sorensen; Theodore W. Peters; Alan J. Wolfe; Christie L. Hunter; Michael J. MacCoss; Bradford W. Gibson,Analytical Chemistry,article,111,10.1021/acs.analchem.5b02983,https://openalex.org/W2399515599
2015,MS1 Peptide Ion Intensity Chromatograms in MS2 (SWATH) Data Independent Acquisitions. Improving Post Acquisition Analysis of Proteomic Experiments,Matthew J. Rardin; Birgit Schilling; Lin-Yang Cheng; Brendan MacLean; Dylan J. Sorensen; Alexandria K. Sahu; Michael J. MacCoss; Olga Vitek; Bradford W. Gibson,Molecular & Cellular Proteomics,article,69,10.1074/mcp.o115.048181,https://openalex.org/W2218060956
2015,"Large-Scale Interlaboratory Study to Develop, Analytically Validate and Apply Highly Multiplexed, Quantitative Peptide Assays to Measure Cancer-Relevant Proteins in Plasma",Susan E. Abbatiello; Birgit Schilling; D.R. Mani; Lisa J. Zimmerman; Steven C. Hall; Brendan MacLean; Matthew E. Albertolle; Simon Allen; Michael Burgess; Michael P. Cusack; Mousumi Gosh; Victoria Hedrick; Jason M. Held; Halina D. Inerowicz; Angela Jackson; Hasmik Keshishian; Christopher R. Kinsinger; John S. Lyssand; Lee Makowski; Mehdi Mesri; Henry Rodriguez; Paul A. Rudnick; Paweł Sadowski; Nell Sedransk; Kent Shaddox; Stephen J. Skates; Eric Kuhn; Derek Smith; Jeffery R. Whiteaker; Corbin A. Whitwell; Shucha Zhang; Christoph H. Borchers; Susan J. Fisher; Bradford W. Gibson; D.C. Liebler; Michael J. MacCoss; Thomas A. Neubert; Amanda G. Paulovich; Fred E. Regnier; Paul Tempst; Steven A. Carr,Molecular & Cellular Proteomics,article,6,10.1074/mcp.m114.047050,https://openalex.org/W1521887573
2014,MSstats: an R package for statistical analysis of quantitative mass spectrometry-based proteomic experiments,Meena Choi; Ching-Yun Chang; Timothy Clough; Daniel Broudy; Trevor Killeen; Brendan MacLean; Olga Vitek,Bioinformatics,article,1162,10.1093/bioinformatics/btu305,https://openalex.org/W2114165700
2014,Targeted Peptide Measurements in Biology and Medicine: Best Practices for Mass Spectrometry-based Assay Development Using a Fit-for-Purpose Approach,Steven A. Carr; Susan E. Abbatiello; Bradley L. Ackermann; Christoph H. Borchers; Bruno Domon; Eric W. Deutsch; Russell P. Grant; Andrew N. Hoofnagle; Ruth Hüttenhain; John M. Koomen; D.C. Liebler; Tao Liu; Brendan MacLean; D.R. Mani; Elizabeth Mansfield; Hendrik Neubert; Amanda G. Paulovich; Lukas Reiter; Olga Vitek; Ruedi Aebersold; Leigh Anderson; Robert A. Bethem; Josip Blonder; Emily S. Boja; Julianne Cook Botelho; Michael S. Boyne; Ralph Bradshaw; Alma L. Burlingame; Daniel W. Chan; Hasmik Keshishian; Eric Kuhn; Christopher R. Kinsinger; Jerry Lee; Sang‐Won Lee; Robert L. Moritz; Juan A. Osés-Prieto; Nader Rifai; James Ritchie; Henry Rodriguez; Pothur R. Srinivas; R. Reid Townsend; Jennifer E. Van Eyk; Gordon Whiteley; Arun P. Wiita; Susan T. Weintraub,Molecular & Cellular Proteomics,article,558,10.1074/mcp.m113.036095,https://openalex.org/W2109326791
